,Label
281,0
282,8
283,2
284,5
285,5
286,3
287,8
288,5
289,5
290,9
291,6
292,8
293,7
294,9
295,8
296,5
297,5
298,2
299,2
300,1
301,6
302,9
303,8
304,3
305,5
306,3
307,6
308,2
309,6
310,5
311,7
312,6
313,8
314,4
315,0
316,3
317,8
318,5
319,1
320,6
321,6
322,1
323,1
324,7
325,8
326,4
327,6
328,1
329,5
330,5
331,6
332,4
333,1
334,4
335,2
336,8
337,0
338,6
339,5
340,6
341,6
342,3
343,1
344,6
345,5
346,0
347,6
348,6
349,2
350,6
351,6
352,6
353,7
354,3
355,6
356,5
357,6
358,8
359,3
360,6
361,5
362,6
363,3
364,6
365,8
366,3
367,3
368,7
369,1
370,5
371,5
372,5
373,7
374,9
375,7
376,5
377,8
378,5
379,3
380,7
381,6
382,5
383,5
384,7
385,2
386,6
387,2
388,1
389,2
390,5
391,1
392,8
393,7
394,5
395,5
396,2
397,1
398,0
399,8
400,2
401,9
402,7
403,6
404,1
405,1
406,0
407,8
408,4
409,7
410,5
411,6
412,3
413,5
414,1
415,2
416,6
417,1
418,1
419,2
420,4
421,9
422,5
423,6
424,6
425,4
426,1
427,5
428,7
429,6
430,7
431,4
432,9
433,6
434,3
435,5
436,1
437,4
438,9
439,6
440,1
441,8
442,5
443,5
444,6
445,5
446,4
447,2
448,5
449,3
450,9
451,9
452,7
453,5
454,9
455,4
456,9
457,3
458,3
459,6
460,7
461,4
462,8
463,6
464,1
465,5
466,2
467,7
468,7
469,5
470,1
471,1
472,3
473,9
474,6
475,4
476,2
477,3
478,3
479,1
480,0
481,4
482,8
483,2
484,1
485,7
486,9
487,5
488,7
489,3
490,7
491,3
492,6
493,2
494,6
495,3
496,7
497,4
498,1
499,2
500,1
501,5
502,6
503,6
504,3
505,2
506,7
507,4
508,3
509,1
510,5
511,7
512,6
513,8
514,5
515,6
516,5
517,4
518,6
519,5
520,2
521,3
522,8
523,0
524,7
525,7
526,1
527,0
528,1
529,1
530,7
531,0
532,5
533,2
534,9
535,6
536,4
537,6
538,5
539,5
540,3
541,2
542,2
543,7
544,3
545,0
546,2
547,0
548,9
549,3
550,1
551,2
552,3
553,0
554,6
555,4
556,0
557,5
558,5
559,6
560,2
561,0
562,3
563,6
564,2
565,4
566,6
567,5
568,1
569,3
570,5
571,4
572,6
573,5
574,4
575,0
576,5
577,6
578,2
579,5
580,2
581,5
582,1
583,5
584,5
585,9
586,1
587,5
588,5
589,9
590,2
591,9
592,8
593,4
594,5
595,3
596,5
597,4
598,5
599,0
600,3
601,3
602,1
603,7
604,2
605,5
606,4
607,7
608,5
609,5
610,5
611,8
612,3
613,3
614,3
615,3
616,6
617,5
618,2
619,0
620,5
621,8
622,8
623,9
624,5
625,2
626,8
627,5
628,4
629,4
630,4
631,6
632,1
633,7
634,6
635,1
636,6
637,7
638,5
639,8
640,2
641,0
642,7
643,9
644,5
645,7
646,7
647,4
648,7
649,2
650,8
651,8
652,8
653,3
654,1
655,7
656,1
657,4
658,3
659,5
660,5
661,4
662,3
663,4
664,0
665,5
666,9
667,1
668,4
669,5
670,5
671,3
672,8
673,5
674,5
675,4
676,7
677,6
678,5
679,5
680,0
681,6
682,9
683,8
684,6
685,1
686,4
687,5
688,6
689,8
690,9
691,2
692,7
693,1
694,1
695,6
696,7
697,3
698,9
699,9
700,5
701,3
702,0
703,7
704,1
705,4
706,1
707,6
708,6
709,6
710,6
711,6
712,6
713,1
714,7
715,5
716,6
717,2
718,4
719,5
720,5
721,9
722,2
723,3
724,0
725,1
726,2
727,5
728,6
729,7
730,5
731,8
732,2
733,3
734,2
735,5
736,7
737,1
738,6
739,1
740,5
741,5
742,6
743,3
744,5
745,4
746,8
747,3
748,7
749,8
750,5
751,4
752,9
753,4
754,3
755,4
756,4
757,7
758,1
759,1
760,5
761,6
762,2
763,5
764,0
765,4
766,0
767,1
768,6
769,2
770,8
771,5
772,6
773,0
774,2
775,5
776,2
777,6
778,5
779,4
780,2
781,2
782,4
783,7
784,6
785,3
786,7
787,5
788,7
789,6
790,7
791,5
792,3
793,4
794,0
795,5
796,5
797,1
798,7
799,9
800,7
801,1
802,1
803,2
804,5
805,1
806,7
807,8
808,6
809,6
810,1
811,7
812,6
813,5
814,5
815,4
816,5
817,0
818,8
819,7
820,5
821,3
822,1
823,5
824,0
825,2
826,8
827,2
828,3
829,5
830,5
831,8
832,1
833,5
834,8
835,4
836,9
837,5
838,1
839,6
840,5
841,2
842,9
843,0
844,8
845,7
846,6
847,7
848,3
849,4
850,6
851,8
852,7
853,6
854,6
855,2
856,6
857,1
858,4
859,5
860,4
861,0
862,6
863,1
864,6
865,4
866,3
867,5
868,9
869,2
870,3
871,6
872,5
873,6
874,1
875,4
876,7
877,1
878,1
879,0
880,1
881,4
882,8
883,1
884,2
885,1
886,6
887,1
888,5
889,4
890,9
891,0
892,7
893,5
894,0
895,4
896,1
897,9
898,6
899,3
900,1
901,5
902,3
903,5
904,7
905,6
906,7
907,6
908,2
909,2
910,8
911,3
912,3
913,6
914,7
915,2
916,3
917,5
918,5
919,1
920,2
921,5
922,4
923,5
924,9
925,5
926,7
927,9
928,4
929,5
930,4
931,2
932,3
933,1
934,5
935,4
936,1
937,8
938,5
939,8
940,4
941,7
942,4
943,6
944,1
945,2
946,9
947,5
948,2
949,8
950,1
951,5
952,7
953,5
954,5
955,3
956,1
957,6
958,3
959,3
960,2
961,8
962,9
963,3
964,0
965,4
966,6
967,1
968,8
969,9
970,3
971,3
972,3
973,5
974,6
975,5
976,0
977,7
978,1
979,8
980,5
981,5
982,8
983,6
984,8
985,7
986,5
987,0
988,5
989,4
990,3
991,0
992,8
993,4
994,6
995,7
996,2
997,5
998,2
999,2
1000,9
1001,0
1002,8
1003,0
1004,8
1005,1
1006,4
1007,4
1008,3
1009,2
1010,7
1011,2
1012,6
1013,1
1014,7
1015,4
1016,8
1017,2
1018,3
1019,6
1020,4
1021,5
1022,9
1023,8
1024,7
1025,3
1026,6
1027,1
1028,5
1029,5
1030,1
1031,9
1032,1
1033,7
1034,7
1035,5
1036,5
1037,4
1038,4
1039,1
1040,1
1041,2
1042,6
1043,0
1044,9
1045,5
1046,1
1047,7
1048,7
1049,4
1050,5
1051,3
1052,5
1053,2
1054,5
1055,9
1056,1
1057,1
1058,2
1059,4
1060,4
1061,2
1062,1
1063,5
1064,0
1065,8
1066,5
1067,8
1068,0
1069,5
1070,9
1071,3
1072,6
1073,8
1074,5
1075,9
1076,3
1077,7
1078,1
1079,2
1080,9
1081,3
1082,0
1083,3
1084,4
1085,8
1086,8
1087,5
1088,5
1089,2
1090,1
1091,3
1092,2
1093,3
1094,1
1095,7
1096,5
1097,5
1098,4
1099,6
1100,3
1101,5
1102,2
1103,9
1104,1
1105,9
1106,3
1107,0
1108,4
1109,6
1110,5
1111,7
1112,3
1113,3
1114,1
1115,0
1116,5
1117,1
1118,5
1119,3
1120,8
1121,8
1122,4
1123,3
1124,0
1125,5
1126,3
1127,6
1128,5
1129,1
1130,2
1131,2
1132,3
1133,9
1134,0
1135,3
1136,6
1137,8
1138,6
1139,6
1140,9
1141,3
1142,0
1143,2
1144,1
1145,2
1146,9
1147,7
1148,5
1149,6
1150,3
1151,5
1152,7
1153,5
1154,6
1155,6
1156,6
1157,5
1158,1
1159,8
1160,4
1161,9
1162,1
1163,5
1164,0
1165,6
1166,5
1167,3
1168,2
1169,6
1170,4
1171,8
1172,2
1173,9
1174,1
1175,9
1176,5
1177,5
1178,8
1179,2
1180,4
1181,4
1182,6
1183,8
1184,8
1185,0
1186,7
1187,0
1188,4
1189,1
1190,6
1191,7
1192,3
1193,3
1194,8
1195,9
1196,6
1197,4
1198,4
1199,6
1200,5
1201,5
1202,7
1203,4
1204,5
1205,0
1206,7
1207,9
1208,6
1209,4
1210,3
1211,4
1212,6
1213,7
1214,6
1215,4
1216,6
1217,3
1218,9
1219,8
1220,3
1221,2
1222,2
1223,6
1224,2
1225,4
1226,7
1227,7
1228,8
1229,8
1230,4
1231,5
1232,3
1233,0
1234,6
1235,4
1236,5
1237,9
1238,5
1239,6
1240,9
1241,8
1242,4
1243,7
1244,6
1245,2
1246,5
1247,4
1248,6
1249,2
1250,3
1251,4
1252,7
1253,0
1254,5
1255,6
1256,5
1257,8
1258,7
1259,4
1260,3
1261,1
1262,7
1263,7
1264,5
1265,2
1266,6
1267,8
1268,4
1269,9
1270,1
1271,1
1272,4
1273,0
1274,1
1275,0
1276,5
1277,0
1278,5
1279,9
1280,6
1281,1
1282,5
1283,7
1284,0
1285,7
1286,2
1287,0
1288,3
1289,4
1290,1
1291,8
1292,7
1293,5
1294,3
1295,5
1296,9
1297,7
1298,5
1299,4
1300,5
1301,3
1302,4
1303,1
1304,1
1305,5
1306,0
1307,8
1308,7
1309,1
1310,7
1311,5
1312,6
1313,8
1314,5
1315,9
1316,5
1317,3
1318,4
1319,7
1320,5
1321,9
1322,7
1323,5
1324,1
1325,6
1326,0
1327,5
1328,7
1329,7
1330,0
1331,2
1332,3
1333,3
1334,1
1335,9
1336,1
1337,7
1338,5
1339,4
1340,2
1341,1
1342,9
1343,1
1344,4
1345,4
1346,0
1347,4
1348,6
1349,1
1350,7
1351,2
1352,5
1353,8
1354,0
1355,3
1356,4
1357,7
1358,6
1359,2
1360,6
1361,9
1362,6
1363,7
1364,4
1365,7
1366,5
1367,2
1368,6
1369,2
1370,1
1371,5
1372,7
1373,5
1374,1
1375,1
1376,1
1377,5
1378,0
1379,9
1380,2
1381,8
1382,6
1383,0
1384,9
1385,6
1386,7
1387,8
1388,9
1389,9
1390,9
1391,6
1392,5
1393,5
1394,8
1395,8
1396,8
1397,8
1398,0
1399,5
1400,5
1401,1
1402,5
1403,8
1404,3
1405,6
1406,6
1407,9
1408,9
1409,4
1410,5
1411,9
1412,1
1413,4
1414,1
1415,6
1416,4
1417,8
1418,3
1419,1
1420,7
1421,9
1422,3
1423,5
1424,5
1425,7
1426,5
1427,6
1428,0
1429,9
1430,7
1431,4
1432,6
1433,1
1434,9
1435,4
1436,9
1437,9
1438,3
1439,9
1440,9
1441,6
1442,4
1443,1
1444,6
1445,7
1446,8
1447,0
1448,4
1449,8
1450,1
1451,5
1452,7
1453,7
1454,0
1455,9
1456,2
1457,6
1458,7
1459,0
1460,8
1461,5
1462,5
1463,2
1464,6
1465,1
1466,5
1467,5
1468,1
1469,7
1470,3
1471,1
1472,2
1473,5
1474,5
1475,8
1476,3
1477,1
1478,5
1479,5
1480,8
1481,6
1482,8
1483,5
1484,3
1485,6
1486,0
1487,8
1488,7
1489,9
1490,5
1491,7
1492,3
1493,8
1494,9
1495,4
1496,0
1497,4
1498,5
1499,2
1500,3
1501,0
1502,1
1503,7
1504,3
1505,8
1506,4
1507,0
1508,1
1509,1
1510,0
1511,7
1512,4
1513,7
1514,7
1515,4
1516,2
1517,1
1518,7
1519,4
1520,9
1521,5
1522,7
1523,8
1524,3
1525,1
1526,5
1527,9
1528,3
1529,1
1530,5
1531,6
1532,2
1533,5
1534,5
1535,0
1536,5
1537,1
1538,5
1539,0
1540,0
1541,6
1542,1
1543,5
1544,5
1545,6
1546,9
1547,9
1548,6
1549,7
1550,5
1551,6
1552,7
1553,1
1554,8
1555,3
1556,6
1557,7
1558,8
1559,6
1560,2
1561,6
1562,7
1563,5
1564,5
1565,5
1566,1
1567,5
1568,8
1569,9
1570,5
1571,4
1572,0
1573,8
1574,8
1575,5
1576,2
1577,6
1578,2
1579,7
1580,2
1581,5
1582,9
1583,5
1584,1
1585,3
1586,6
1587,4
1588,5
1589,3
1590,3
1591,2
1592,6
1593,3
1594,7
1595,1
1596,9
1597,2
1598,3
1599,2
1600,6
1601,5
1602,5
1603,5
1604,5
1605,3
1606,1
1607,1
1608,3
1609,4
1610,2
1611,5
1612,6
1613,1
1614,3
1615,1
1616,9
1617,3
1618,2
1619,1
1620,1
1621,5
1622,5
1623,3
1624,5
1625,4
1626,5
1627,8
1628,6
1629,6
1630,7
1631,3
1632,9
1633,6
1634,6
1635,0
1636,1
1637,5
1638,9
1639,9
1640,7
1641,2
1642,7
1643,5
1644,6
1645,1
1646,6
1647,7
1648,1
1649,0
1650,0
1651,2
1652,6
1653,9
1654,5
1655,7
1656,9
1657,7
1658,2
1659,4
1660,8
1661,1
1662,2
1663,6
1664,3
1665,6
1666,5
1667,7
1668,6
1669,6
1670,5
1671,8
1672,3
1673,4
1674,5
1675,8
1676,8
1677,5
1678,1
1679,1
1680,4
1681,3
1682,4
1683,6
1684,3
1685,4
1686,5
1687,2
1688,3
1689,3
1690,7
1691,5
1692,6
1693,5
1694,5
1695,2
1696,5
1697,3
1698,2
1699,9
1700,1
1701,3
1702,6
1703,1
1704,8
1705,4
1706,3
1707,3
1708,5
1709,0
1710,8
1711,7
1712,2
1713,5
1714,7
1715,4
1716,9
1717,5
1718,0
1719,3
1720,2
1721,6
1722,3
1723,4
1724,2
1725,5
1726,4
1727,1
1728,4
1729,4
1730,9
1731,1
1732,4
1733,1
1734,7
1735,3
1736,0
1737,3
1738,6
1739,1
1740,0
1741,3
1742,5
1743,2
1744,9
1745,3
1746,8
1747,0
1748,2
1749,1
1750,5
1751,5
1752,1
1753,4
1754,8
1755,1
1756,7
1757,0
1758,2
1759,7
1760,1
1761,7
1762,6
1763,8
1764,9
1765,2
1766,7
1767,7
1768,7
1769,5
1770,1
1771,5
1772,2
1773,4
1774,5
1775,5
1776,7
1777,9
1778,4
1779,8
1780,4
1781,5
1782,6
1783,6
1784,0
1785,5
1786,6
1787,5
1788,2
1789,1
1790,3
1791,8
1792,1
1793,8
1794,6
1795,9
1796,1
1797,2
1798,5
1799,0
1800,6
1801,0
1802,0
1803,0
1804,0
1805,5
1806,4
1807,5
1808,1
1809,5
1810,6
1811,6
1812,6
1813,0
1814,5
1815,1
1816,6
1817,4
1818,6
1819,4
1820,3
1821,8
1822,3
1823,1
1824,4
1825,9
1826,8
1827,3
1828,0
1829,6
1830,6
1831,9
1832,5
1833,7
1834,4
1835,1
1836,0
1837,0
1838,9
1839,1
1840,5
1841,4
1842,1
1843,5
1844,3
1845,0
1846,3
1847,5
1848,1
1849,3
1850,6
1851,4
1852,6
1853,8
1854,4
1855,8
1856,4
1857,3
1858,4
1859,5
1860,7
1861,3
1862,3
1863,5
1864,8
1865,1
1866,5
1867,1
1868,8
1869,4
1870,2
1871,6
1872,2
1873,2
1874,6
1875,9
1876,0
1877,1
1878,6
1879,3
1880,7
1881,5
1882,6
1883,9
1884,5
1885,0
1886,5
1887,4
1888,2
1889,8
1890,6
1891,8
1892,7
1893,5
1894,5
1895,1
1896,3
1897,1
1898,3
1899,6
1900,4
1901,1
1902,2
1903,2
1904,3
1905,8
1906,8
1907,6
1908,5
1909,8
1910,9
1911,1
1912,4
1913,5
1914,9
1915,1
1916,6
1917,7
1918,0
1919,6
1920,8
1921,2
1922,6
1923,8
1924,3
1925,6
1926,3
1927,1
1928,6
1929,4
1930,3
1931,5
1932,7
1933,7
1934,5
1935,5
1936,4
1937,3
1938,4
1939,9
1940,3
1941,6
1942,5
1943,0
1944,7
1945,6
1946,6
1947,7
1948,4
1949,5
1950,0
1951,7
1952,5
1953,6
1954,4
1955,5
1956,7
1957,4
1958,5
1959,5
1960,5
1961,5
1962,3
1963,3
1964,9
1965,5
1966,5
1967,1
1968,9
1969,6
1970,0
1971,9
1972,4
1973,9
1974,3
1975,7
1976,6
1977,2
1978,9
1979,3
1980,1
1981,9
1982,6
1983,3
1984,4
1985,0
1986,2
1987,0
1988,1
1989,5
1990,5
1991,9
1992,8
1993,7
1994,8
1995,4
1996,5
1997,1
1998,6
1999,4
2000,7
2001,8
2002,4
2003,2
2004,5
2005,6
2006,2
2007,8
2008,6
2009,7
2010,1
2011,2
2012,6
2013,1
2014,6
2015,3
2016,8
2017,1
2018,5
2019,6
2020,4
2021,4
2022,9
2023,5
2024,4
2025,1
2026,5
2027,5
2028,4
2029,2
2030,8
2031,5
2032,5
2033,1
2034,8
2035,4
2036,6
2037,6
2038,7
2039,2
2040,2
2041,8
2042,6
2043,4
2044,4
2045,5
2046,2
2047,9
2048,1
2049,3
2050,5
2051,0
2052,9
2053,4
2054,5
2055,7
2056,7
2057,6
2058,5
2059,2
2060,5
2061,8
2062,0
2063,5
2064,1
2065,5
2066,6
2067,2
2068,9
2069,3
2070,8
2071,9
2072,4
2073,5
2074,6
2075,5
2076,7
2077,9
2078,1
2079,1
2080,5
2081,3
2082,1
2083,6
2084,8
2085,3
2086,3
2087,1
2088,5
2089,4
2090,5
2091,6
2092,3
2093,3
2094,4
2095,9
2096,5
2097,3
2098,3
2099,6
2100,3
2101,9
2102,7
2103,8
2104,2
2105,4
2106,5
2107,6
2108,5
2109,7
2110,3
2111,5
2112,8
2113,4
2114,2
2115,2
2116,7
2117,1
2118,5
2119,3
2120,3
2121,7
2122,2
2123,6
2124,7
2125,6
2126,4
2127,5
2128,1
2129,6
2130,9
2131,2
2132,8
2133,6
2134,4
2135,5
2136,6
2137,9
2138,1
2139,5
2140,3
2141,4
2142,1
2143,5
2144,3
2145,4
2146,4
2147,2
2148,1
2149,1
2150,4
2151,7
2152,0
2153,6
2154,6
2155,6
2156,0
2157,5
2158,1
2159,0
2160,7
2161,8
2162,1
2163,5
2164,6
2165,4
2166,4
2167,5
2168,2
2169,5
2170,4
2171,8
2172,6
2173,2
2174,0
2175,7
2176,7
2177,0
2178,3
2179,8
2180,7
2181,6
2182,6
2183,1
2184,6
2185,6
2186,7
2187,8
2188,1
2189,7
2190,6
2191,9
2192,8
2193,3
2194,6
2195,6
2196,9
2197,4
2198,9
2199,7
2200,6
2201,1
2202,8
2203,4
2204,4
2205,4
2206,0
2207,2
2208,4
2209,3
2210,8
2211,0
2212,6
2213,1
2214,1
2215,2
2216,5
2217,8
2218,5
2219,8
2220,6
2221,1
2222,5
2223,5
2224,4
2225,0
2226,1
2227,5
2228,3
2229,1
2230,1
2231,5
2232,3
2233,2
2234,1
2235,1
2236,8
2237,9
2238,5
2239,5
2240,0
2241,5
2242,8
2243,5
2244,6
2245,9
2246,4
2247,4
2248,3
2249,3
2250,4
2251,9
2252,1
2253,3
2254,6
2255,9
2256,0
2257,3
2258,4
2259,0
2260,3
2261,2
2262,6
2263,4
2264,1
2265,2
2266,7
2267,1
2268,6
2269,2
2270,0
2271,0
2272,5
2273,2
2274,7
2275,7
2276,5
2277,5
2278,8
2279,7
2280,7
2281,9
2282,1
2283,2
2284,2
2285,6
2286,1
2287,5
2288,4
2289,9
2290,5
2291,4
2292,4
2293,1
2294,1
2295,5
2296,3
2297,5
2298,4
2299,6
2300,8
2301,1
2302,4
2303,1
2304,2
2305,5
2306,2
2307,2
2308,3
2309,1
2310,4
2311,5
2312,5
2313,9
2314,7
2315,2
2316,0
2317,3
2318,5
2319,4
2320,0
2321,4
2322,5
2323,2
2324,5
2325,9
2326,3
2327,4
2328,5
2329,2
2330,5
2331,8
2332,2
2333,7
2334,9
2335,8
2336,7
2337,6
2338,6
2339,9
2340,9
2341,8
2342,4
2343,8
2344,4
2345,6
2346,8
2347,6
2348,6
2349,6
2350,3
2351,9
2352,6
2353,9
2354,9
2355,3
2356,1
2357,8
2358,5
2359,7
2360,6
2361,0
2362,5
2363,6
2364,8
2365,3
2366,7
2367,0
2368,5
2369,1
2370,7
2371,1
2372,2
2373,5
2374,2
2375,1
2376,1
2377,6
2378,8
2379,6
2380,5
2381,4
2382,2
2383,3
2384,5
2385,5
2386,5
2387,4
2388,7
2389,8
2390,8
2391,6
2392,0
2393,0
2394,7
2395,6
2396,1
2397,5
2398,0
2399,6
2400,6
2401,6
2402,5
2403,6
2404,1
2405,6
2406,3
2407,1
2408,4
2409,5
2410,5
2411,9
2412,0
2413,1
2414,5
2415,3
2416,8
2417,7
2418,6
2419,3
2420,3
2421,6
2422,6
2423,1
2424,0
2425,5
2426,8
2427,6
2428,5
2429,4
2430,2
2431,5
2432,1
2433,0
2434,4
2435,0
2436,3
2437,4
2438,9
2439,1
2440,2
2441,5
2442,3
2443,8
2444,6
2445,1
2446,3
2447,3
2448,5
2449,6
2450,1
2451,0
2452,9
2453,4
2454,5
2455,5
2456,4
2457,8
2458,2
2459,8
2460,8
2461,5
2462,0
2463,4
2464,4
2465,8
2466,4
2467,0
2468,2
2469,3
2470,8
2471,7
2472,3
2473,1
2474,9
2475,3
2476,3
2477,3
2478,4
2479,0
2480,1
2481,1
2482,3
2483,9
2484,6
2485,1
2486,7
2487,7
2488,5
2489,9
2490,7
2491,1
2492,5
2493,6
2494,5
2495,7
2496,1
2497,6
2498,3
2499,2
2500,5
2501,3
2502,7
2503,5
2504,7
2505,1
2506,4
2507,1
2508,4
2509,1
2510,4
2511,4
2512,2
2513,1
2514,0
2515,2
2516,7
2517,2
2518,5
2519,3
2520,2
2521,1
2522,3
2523,0
2524,0
2525,6
2526,3
2527,3
2528,7
2529,0
2530,4
2531,5
2532,5
2533,2
2534,6
2535,9
2536,3
2537,4
2538,2
2539,6
2540,1
2541,1
2542,4
2543,1
2544,1
2545,1
2546,6
2547,1
2548,3
2549,6
2550,7
2551,3
2552,6
2553,8
2554,7
2555,7
2556,3
2557,7
2558,1
2559,6
2560,8
2561,5
2562,4
2563,6
2564,1
2565,4
2566,5
2567,0
2568,9
2569,9
2570,4
2571,5
2572,7
2573,5
2574,4
2575,1
2576,1
2577,3
2578,5
2579,1
2580,1
2581,6
2582,8
2583,3
2584,6
2585,5
2586,7
2587,3
2588,5
2589,5
2590,1
2591,9
2592,3
2593,3
2594,5
2595,1
2596,6
2597,7
2598,2
2599,5
2600,0
2601,2
2602,9
2603,6
2604,2
2605,9
2606,9
2607,0
2608,1
2609,7
2610,7
2611,8
2612,7
2613,5
2614,7
2615,7
2616,8
2617,6
2618,3
2619,4
2620,2
2621,6
2622,3
2623,4
2624,6
2625,4
2626,1
2627,7
2628,7
2629,6
2630,4
2631,5
2632,5
2633,4
2634,8
2635,4
2636,9
2637,7
2638,2
2639,2
2640,4
2641,1
2642,6
2643,2
2644,5
2645,7
2646,3
2647,5
2648,5
2649,7
2650,5
2651,1
2652,0
2653,2
2654,7
2655,0
2656,7
2657,4
2658,9
2659,0
2660,8
2661,5
2662,7
2663,0
2664,6
2665,5
2666,5
2667,4
2668,6
2669,7
2670,1
2671,2
2672,5
2673,6
2674,5
2675,7
2676,3
2677,5
2678,3
2679,5
2680,6
2681,6
2682,6
2683,5
2684,5
2685,7
2686,8
2687,1
2688,5
2689,5
2690,4
2691,1
2692,5
2693,4
2694,1
2695,9
2696,0
2697,1
2698,4
2699,9
2700,7
2701,5
2702,2
2703,7
2704,5
2705,2
2706,1
2707,8
2708,3
2709,5
2710,7
2711,8
2712,1
2713,1
2714,5
2715,2
2716,6
2717,8
2718,9
2719,5
2720,6
2721,4
2722,8
2723,3
2724,8
2725,5
2726,4
2727,5
2728,4
2729,2
2730,4
2731,6
2732,7
2733,8
2734,5
2735,1
2736,5
2737,9
2738,9
2739,4
2740,5
2741,8
2742,6
2743,8
2744,4
2745,3
2746,7
2747,0
2748,6
2749,0
2750,3
2751,4
2752,3
2753,2
2754,9
2755,6
2756,2
2757,0
2758,0
2759,3
2760,8
2761,9
2762,7
2763,2
2764,1
2765,7
2766,2
2767,3
2768,2
2769,5
2770,1
2771,0
2772,3
2773,9
2774,6
2775,1
2776,7
2777,3
2778,0
2779,5
2780,2
2781,6
2782,3
2783,1
2784,9
2785,3
2786,3
2787,5
2788,2
2789,9
2790,8
2791,8
2792,5
2793,7
2794,5
2795,2
2796,6
2797,3
2798,5
2799,8
2800,4
2801,5
2802,5
2803,4
2804,0
2805,8
2806,4
2807,0
2808,3
2809,3
2810,5
2811,7
2812,1
2813,8
2814,2
2815,9
2816,5
2817,1
2818,6
2819,0
2820,2
2821,5
2822,6
2823,0
2824,1
2825,4
2826,3
2827,6
2828,0
2829,6
2830,3
2831,8
2832,3
2833,8
2834,2
2835,5
2836,4
2837,4
2838,4
2839,5
2840,8
2841,4
2842,6
2843,1
2844,2
2845,6
2846,4
2847,4
2848,1
2849,8
2850,4
2851,8
2852,7
2853,7
2854,0
2855,0
2856,6
2857,4
2858,3
2859,6
2860,3
2861,2
2862,7
2863,8
2864,5
2865,0
2866,4
2867,0
2868,6
2869,1
2870,2
2871,2
2872,5
2873,6
2874,3
2875,7
2876,2
2877,6
2878,0
2879,4
2880,1
2881,4
2882,9
2883,2
2884,1
2885,6
2886,1
2887,8
2888,4
2889,8
2890,4
2891,6
2892,6
2893,2
2894,5
2895,7
2896,9
2897,5
2898,3
2899,0
2900,4
2901,3
2902,4
2903,0
2904,1
2905,0
2906,0
2907,0
2908,8
2909,6
2910,9
2911,2
2912,7
2913,0
2914,6
2915,9
2916,7
2917,5
2918,5
2919,7
2920,3
2921,2
2922,8
2923,8
2924,9
2925,4
2926,2
2927,8
2928,7
2929,0
2930,5
2931,1
2932,7
2933,9
2934,3
2935,7
2936,9
2937,5
2938,2
2939,5
2940,5
2941,1
2942,9
2943,6
2944,8
2945,7
2946,8
2947,9
2948,9
2949,7
2950,9
2951,9
2952,4
2953,4
2954,8
2955,6
2956,0
2957,7
2958,4
2959,0
2960,4
2961,5
2962,3
2963,9
2964,1
2965,4
2966,6
2967,9
2968,4
2969,6
2970,6
2971,0
2972,3
2973,9
2974,6
2975,9
2976,5
2977,1
2978,2
2979,2
2980,4
2981,4
2982,6
2983,1
2984,7
2985,0
2986,7
2987,9
2988,2
2989,8
2990,5
2991,5
2992,1
2993,7
2994,8
2995,1
2996,5
2997,1
2998,6
