,Label
1220,4
1221,3
1222,3
1223,5
1224,2
1225,5
1226,6
1227,6
1228,9
1229,7
1230,5
1231,4
1232,3
1233,3
1234,5
1235,4
1236,5
1237,8
1238,5
1239,5
1240,7
1241,6
1242,5
1243,7
1244,5
1245,3
1246,5
1247,4
1248,5
1249,4
1250,5
1251,5
1252,6
1253,3
1254,4
1255,6
1256,6
1257,6
1258,6
1259,4
1260,3
1261,1
1262,7
1263,6
1264,5
1265,4
1266,6
1267,8
1268,6
1269,8
1270,1
1271,1
1272,2
1273,1
1274,3
1275,0
1276,5
1277,1
1278,4
1279,7
1280,6
1281,1
1282,5
1283,7
1284,1
1285,5
1286,1
1287,0
1288,4
1289,5
1290,1
1291,6
1292,7
1293,5
1294,4
1295,5
1296,9
1297,7
1298,5
1299,5
1300,5
1301,4
1302,4
1303,1
1304,1
1305,5
1306,2
1307,8
1308,7
1309,2
1310,5
1311,5
1312,6
1313,7
1314,4
1315,8
1316,5
1317,4
1318,4
1319,7
1320,6
1321,9
1322,6
1323,5
1324,1
1325,8
1326,1
1327,7
1328,6
1329,6
1330,1
1331,2
1332,4
1333,4
1334,1
1335,9
1336,1
1337,6
1338,5
1339,6
1340,1
1341,3
1342,9
1343,1
1344,4
1345,4
1346,2
1347,4
1348,6
1349,1
1350,7
1351,3
1352,5
1353,7
1354,3
1355,3
1356,5
1357,7
1358,4
1359,1
1360,5
1361,9
1362,6
1363,7
1364,4
1365,7
1366,4
1367,3
1368,5
1369,3
1370,1
1371,4
1372,7
1373,5
1374,1
1375,1
1376,2
1377,5
1378,0
1379,8
1380,1
1381,6
1382,5
1383,1
1384,7
1385,7
1386,6
1387,8
1388,8
1389,9
1390,9
1391,5
1392,6
1393,5
1394,8
1395,5
1396,6
1397,8
1398,2
1399,5
1400,5
1401,1
1402,5
1403,8
1404,3
1405,4
1406,6
1407,7
1408,9
1409,4
1410,5
1411,7
1412,1
1413,4
1414,2
1415,3
1416,5
1417,8
1418,5
1419,1
1420,7
1421,8
1422,4
1423,3
1424,4
1425,6
1426,6
1427,6
1428,2
1429,7
1430,6
1431,3
1432,5
1433,1
1434,9
1435,4
1436,6
1437,8
1438,4
1439,8
1440,7
1441,6
1442,3
1443,3
1444,6
1445,5
1446,7
1447,0
1448,3
1449,8
1450,3
1451,6
1452,6
1453,6
1454,0
1455,8
1456,3
1457,5
1458,8
1459,1
1460,9
1461,5
1462,5
1463,4
1464,6
1465,2
1466,5
1467,4
1468,1
1469,6
1470,4
1471,1
1472,3
1473,4
1474,5
1475,7
1476,4
1477,4
1478,5
1479,5
1480,7
1481,5
1482,5
1483,4
1484,4
1485,5
1486,0
1487,8
1488,6
1489,9
1490,5
1491,6
1492,4
1493,6
1494,9
1495,3
1496,0
1497,4
1498,5
1499,3
1500,3
1501,2
1502,1
1503,7
1504,5
1505,7
1506,3
1507,0
1508,2
1509,3
1510,1
1511,8
1512,5
1513,6
1514,6
1515,3
1516,4
1517,1
1518,8
1519,6
1520,9
1521,5
1522,7
1523,8
1524,2
1525,1
1526,4
1527,8
1528,3
1529,1
1530,5
1531,5
1532,1
1533,5
1534,5
1535,0
1536,5
1537,2
1538,4
1539,0
1540,2
1541,6
1542,1
1543,4
1544,4
1545,4
1546,8
1547,9
1548,5
1549,6
1550,5
1551,6
1552,5
1553,1
1554,8
1555,5
1556,5
1557,6
1558,8
1559,6
1560,3
1561,5
1562,7
1563,5
1564,5
1565,5
1566,0
1567,4
1568,7
1569,8
1570,5
1571,4
1572,2
1573,9
1574,7
1575,4
1576,4
1577,5
1578,2
1579,6
1580,4
1581,6
1582,6
1583,5
1584,1
1585,4
1586,5
1587,4
1588,4
1589,4
1590,3
1591,3
1592,6
1593,3
1594,7
1595,2
1596,9
1597,2
1598,4
1599,2
1600,5
1601,5
1602,6
1603,5
1604,4
1605,4
1606,1
1607,2
1608,3
1609,4
1610,1
1611,5
1612,7
1613,3
1614,3
1615,2
1616,8
1617,4
1618,3
1619,2
1620,1
1621,5
1622,5
1623,2
1624,7
1625,5
1626,6
1627,8
1628,6
1629,6
1630,6
1631,3
1632,8
1633,5
1634,6
1635,1
1636,0
1637,5
1638,8
1639,8
1640,6
1641,2
1642,7
1643,5
1644,6
1645,1
1646,5
1647,6
1648,1
1649,1
1650,1
1651,4
1652,6
1653,8
1654,6
1655,5
1656,8
1657,5
1658,3
1659,3
1660,6
1661,1
1662,4
1663,5
1664,5
1665,5
1666,3
1667,6
1668,6
1669,5
1670,5
1671,7
1672,4
1673,4
1674,5
1675,6
1676,6
1677,5
1678,1
1679,1
1680,4
1681,3
1682,4
1683,6
1684,4
1685,4
1686,6
1687,3
1688,3
1689,3
1690,6
1691,5
1692,5
1693,6
1694,5
1695,1
1696,5
1697,5
1698,2
1699,8
1700,2
1701,4
1702,6
1703,2
1704,7
1705,5
1706,2
1707,4
1708,6
1709,1
1710,6
1711,5
1712,1
1713,5
1714,6
1715,4
1716,9
1717,5
1718,0
1719,4
1720,1
1721,4
1722,2
1723,3
1724,3
1725,4
1726,4
1727,1
1728,5
1729,4
1730,9
1731,1
1732,4
1733,2
1734,7
1735,4
1736,0
1737,3
1738,5
1739,2
1740,0
1741,2
1742,5
1743,3
1744,9
1745,4
1746,7
1747,1
1748,2
1749,0
1750,4
1751,5
1752,1
1753,6
1754,8
1755,2
1756,6
1757,0
1758,4
1759,6
1760,2
1761,6
1762,5
1763,8
1764,8
1765,1
1766,7
1767,5
1768,6
1769,5
1770,1
1771,4
1772,3
1773,4
1774,5
1775,4
1776,7
1777,7
1778,5
1779,8
1780,4
1781,5
1782,5
1783,5
1784,0
1785,5
1786,6
1787,5
1788,3
1789,3
1790,4
1791,7
1792,1
1793,9
1794,6
1795,8
1796,2
1797,4
1798,6
1799,3
1800,6
1801,0
1802,1
1803,0
1804,0
1805,3
1806,4
1807,5
1808,2
1809,6
1810,6
1811,6
1812,6
1813,0
1814,4
1815,1
1816,6
1817,4
1818,6
1819,3
1820,4
1821,7
1822,3
1823,1
1824,3
1825,9
1826,8
1827,2
1828,1
1829,6
1830,6
1831,9
1832,4
1833,7
1834,4
1835,1
1836,3
1837,2
1838,5
1839,1
1840,6
1841,4
1842,2
1843,4
1844,4
1845,1
1846,3
1847,5
1848,1
1849,4
1850,6
1851,5
1852,6
1853,8
1854,4
1855,8
1856,4
1857,3
1858,5
1859,5
1860,7
1861,4
1862,2
1863,5
1864,8
1865,2
1866,5
1867,1
1868,7
1869,5
1870,1
1871,6
1872,3
1873,3
1874,5
1875,8
1876,2
1877,2
1878,4
1879,4
1880,7
1881,4
1882,6
1883,8
1884,4
1885,1
1886,5
1887,5
1888,2
1889,6
1890,5
1891,8
1892,6
1893,6
1894,5
1895,1
1896,3
1897,1
1898,3
1899,7
1900,4
1901,2
1902,1
1903,1
1904,3
1905,8
1906,7
1907,5
1908,4
1909,6
1910,7
1911,1
1912,4
1913,4
1914,9
1915,2
1916,6
1917,6
1918,0
1919,7
1920,8
1921,4
1922,6
1923,8
1924,4
1925,5
1926,4
1927,1
1928,6
1929,4
1930,4
1931,4
1932,7
1933,5
1934,4
1935,5
1936,3
1937,4
1938,4
1939,7
1940,3
1941,5
1942,5
1943,0
1944,7
1945,5
1946,6
1947,6
1948,5
1949,6
1950,1
1951,7
1952,4
1953,5
1954,5
1955,5
1956,7
1957,7
1958,5
1959,5
1960,5
1961,5
1962,4
1963,4
1964,8
1965,5
1966,5
1967,2
1968,9
1969,4
1970,0
1971,7
1972,5
1973,7
1974,5
1975,5
1976,5
1977,2
1978,8
1979,4
1980,1
1981,7
1982,6
1983,4
1984,5
1985,0
1986,4
1987,0
1988,1
1989,5
1990,5
1991,9
1992,8
1993,5
1994,7
1995,5
1996,5
1997,1
1998,5
1999,4
2000,7
2001,7
2002,4
2003,1
2004,5
2005,5
2006,2
2007,5
2008,5
2009,6
2010,1
2011,1
2012,6
2013,1
2014,6
2015,4
2016,8
2017,0
2018,5
2019,5
2020,5
2021,2
2022,9
2023,5
2024,5
2025,2
2026,7
2027,5
2028,4
2029,3
2030,6
2031,6
2032,5
2033,3
2034,6
2035,4
2036,5
2037,6
2038,7
2039,4
2040,3
2041,8
2042,5
2043,3
2044,5
2045,5
2046,2
2047,7
2048,1
2049,3
2050,6
2051,1
2052,7
2053,4
2054,5
2055,6
2056,7
2057,5
2058,4
2059,4
2060,5
2061,7
2062,0
2063,6
2064,2
2065,5
2066,6
2067,2
2068,8
2069,2
2070,9
2071,8
2072,4
2073,5
2074,4
2075,5
2076,7
2077,9
2078,2
2079,1
2080,5
2081,4
2082,1
2083,6
2084,8
2085,2
2086,5
2087,2
2088,5
2089,5
2090,5
2091,5
2092,4
2093,5
2094,4
2095,7
2096,6
2097,4
2098,2
2099,6
2100,5
2101,8
2102,6
2103,8
2104,3
2105,5
2106,5
2107,5
2108,5
2109,6
2110,1
2111,6
2112,8
2113,4
2114,3
2115,2
2116,6
2117,1
2118,6
2119,4
2120,2
2121,5
2122,3
2123,5
2124,6
2125,5
2126,4
2127,4
2128,1
2129,5
2130,7
2131,4
2132,6
2133,5
2134,4
2135,4
2136,5
2137,9
2138,1
2139,5
2140,5
2141,5
2142,1
2143,6
2144,3
2145,5
2146,5
2147,0
2148,2
2149,1
2150,4
2151,7
2152,3
2153,3
2154,6
2155,5
2156,0
2157,6
2158,2
2159,0
2160,7
2161,9
2162,1
2163,5
2164,6
2165,2
2166,2
2167,5
2168,1
2169,5
2170,4
2171,6
2172,3
2173,3
2174,2
2175,5
2176,7
2177,0
2178,4
2179,8
2180,4
2181,5
2182,5
2183,1
2184,6
2185,6
2186,5
2187,8
2188,1
2189,6
2190,5
2191,8
2192,6
2193,3
2194,5
2195,4
2196,6
2197,4
2198,7
2199,5
2200,5
2201,1
2202,9
2203,5
2204,5
2205,4
2206,0
2207,3
2208,4
2209,4
2210,7
2211,0
2212,5
2213,3
2214,1
2215,3
2216,6
2217,9
2218,5
2219,8
2220,5
2221,1
2222,5
2223,6
2224,4
2225,0
2226,1
2227,5
2228,3
2229,1
2230,1
2231,5
2232,1
2233,4
2234,1
2235,2
2236,8
2237,9
2238,4
2239,6
2240,0
2241,4
2242,8
2243,4
2244,6
2245,8
2246,5
2247,4
2248,3
2249,3
2250,4
2251,7
2252,3
2253,4
2254,6
2255,8
2256,1
2257,4
2258,4
2259,0
2260,3
2261,2
2262,5
2263,4
2264,1
2265,2
2266,7
2267,1
2268,5
2269,3
2270,1
2271,1
2272,4
2273,3
2274,4
2275,6
2276,5
2277,6
2278,7
2279,7
2280,7
2281,9
2282,3
2283,3
2284,2
2285,6
2286,1
2287,4
2288,4
2289,7
2290,6
2291,3
2292,4
2293,2
2294,1
2295,5
2296,4
2297,5
2298,4
2299,8
2300,7
2301,3
2302,4
2303,0
2304,4
2305,5
2306,4
2307,3
2308,4
2309,1
2310,5
2311,4
2312,4
2313,9
2314,6
2315,2
2316,1
2317,4
2318,5
2319,4
2320,2
2321,5
2322,5
2323,4
2324,5
2325,9
2326,3
2327,4
2328,3
2329,3
2330,4
2331,7
2332,2
2333,5
2334,9
2335,8
2336,7
2337,5
2338,4
2339,9
2340,8
2341,6
2342,4
2343,8
2344,3
2345,6
2346,8
2347,6
2348,6
2349,6
2350,3
2351,9
2352,4
2353,9
2354,7
2355,3
2356,1
2357,7
2358,3
2359,9
2360,5
2361,1
2362,5
2363,6
2364,7
2365,2
2366,5
2367,0
2368,5
2369,0
2370,6
2371,3
2372,4
2373,5
2374,4
2375,1
2376,1
2377,5
2378,8
2379,6
2380,6
2381,4
2382,3
2383,4
2384,6
2385,5
2386,4
2387,5
2388,7
2389,6
2390,7
2391,7
2392,0
2393,1
2394,6
2395,5
2396,1
2397,5
2398,0
2399,6
2400,5
2401,5
2402,4
2403,5
2404,1
2405,5
2406,2
2407,1
2408,4
2409,5
2410,7
2411,8
2412,0
2413,1
2414,5
2415,1
2416,8
2417,6
2418,5
2419,4
2420,3
2421,4
2422,5
2423,2
2424,1
2425,4
2426,9
2427,5
2428,4
2429,4
2430,2
2431,5
2432,1
2433,0
2434,4
2435,1
2436,4
2437,5
2438,9
2439,2
2440,1
2441,3
2442,3
2443,8
2444,5
2445,2
2446,4
2447,4
2448,5
2449,4
2450,2
2451,0
2452,7
2453,4
2454,5
2455,4
2456,5
2457,7
2458,2
2459,9
2460,8
2461,5
2462,0
2463,5
2464,4
2465,8
2466,4
2467,0
2468,3
2469,4
2470,6
2471,7
2472,3
2473,1
2474,9
2475,3
2476,4
2477,4
2478,4
2479,2
2480,3
2481,1
2482,4
2483,8
2484,6
2485,1
2486,5
2487,6
2488,5
2489,9
2490,6
2491,1
2492,5
2493,5
2494,6
2495,7
2496,2
2497,6
2498,4
2499,2
2500,4
2501,5
2502,5
2503,6
2504,7
2505,1
2506,3
2507,3
2508,5
2509,1
2510,4
2511,5
2512,2
2513,1
2514,0
2515,3
2516,7
2517,4
2518,6
2519,4
2520,4
2521,3
2522,3
2523,0
2524,1
2525,5
2526,2
2527,4
2528,5
2529,0
2530,5
2531,5
2532,4
2533,1
2534,6
2535,9
2536,3
2537,4
2538,3
2539,6
2540,1
2541,1
2542,4
2543,2
2544,1
2545,1
2546,5
2547,2
2548,4
2549,5
2550,8
2551,3
2552,6
2553,6
2554,7
2555,6
2556,5
2557,7
2558,2
2559,6
2560,8
2561,4
2562,5
2563,7
2564,1
2565,4
2566,5
2567,2
2568,6
2569,7
2570,4
2571,5
2572,6
2573,6
2574,2
2575,1
2576,2
2577,4
2578,3
2579,1
2580,1
2581,4
2582,8
2583,3
2584,6
2585,4
2586,7
2587,4
2588,6
2589,5
2590,3
2591,8
2592,4
2593,2
2594,4
2595,3
2596,5
2597,8
2598,4
2599,5
2600,2
2601,3
2602,8
2603,7
2604,3
2605,9
2606,5
2607,0
2608,2
2609,6
2610,5
2611,7
2612,6
2613,5
2614,7
2615,6
2616,8
2617,6
2618,3
2619,5
2620,3
2621,4
2622,2
2623,2
2624,6
2625,4
2626,1
2627,7
2628,6
2629,6
2630,5
2631,5
2632,3
2633,5
2634,7
2635,4
2636,8
2637,6
2638,3
2639,4
2640,5
2641,1
2642,5
2643,3
2644,4
2645,5
2646,3
2647,5
2648,4
2649,7
2650,5
2651,1
2652,1
2653,2
2654,7
2655,0
2656,9
2657,3
2658,9
2659,0
2660,7
2661,5
2662,5
2663,1
2664,4
2665,5
2666,5
2667,4
2668,6
2669,6
2670,1
2671,3
2672,5
2673,6
2674,5
2675,6
2676,4
2677,5
2678,4
2679,5
2680,6
2681,6
2682,6
2683,5
2684,5
2685,8
2686,7
2687,1
2688,5
2689,7
2690,4
2691,3
2692,5
2693,3
2694,3
2695,8
2696,1
2697,1
2698,4
2699,7
2700,8
2701,5
2702,4
2703,6
2704,5
2705,3
2706,2
2707,7
2708,3
2709,6
2710,7
2711,8
2712,1
2713,1
2714,4
2715,1
2716,5
2717,7
2718,7
2719,4
2720,5
2721,5
2722,7
2723,4
2724,7
2725,5
2726,5
2727,3
2728,3
2729,3
2730,4
2731,6
2732,5
2733,5
2734,6
2735,1
2736,5
2737,9
2738,9
2739,4
2740,5
2741,7
2742,8
2743,8
2744,3
2745,4
2746,6
2747,1
2748,4
2749,2
2750,3
2751,4
2752,3
2753,1
2754,9
2755,5
2756,3
2757,2
2758,2
2759,5
2760,6
2761,9
2762,6
2763,2
2764,1
2765,8
2766,2
2767,2
2768,3
2769,3
2770,1
2771,1
2772,5
2773,7
2774,6
2775,1
2776,6
2777,3
2778,0
2779,5
2780,1
2781,7
2782,4
2783,1
2784,8
2785,4
2786,4
2787,5
2788,3
2789,9
2790,9
2791,7
2792,6
2793,7
2794,4
2795,1
2796,6
2797,4
2798,5
2799,7
2800,5
2801,5
2802,5
2803,4
2804,1
2805,8
2806,4
2807,0
2808,4
2809,4
2810,5
2811,7
2812,2
2813,8
2814,2
2815,9
2816,5
2817,1
2818,6
2819,1
2820,2
2821,4
2822,6
2823,1
2824,1
2825,4
2826,3
2827,5
2828,1
2829,5
2830,4
2831,8
2832,3
2833,8
2834,2
2835,5
2836,5
2837,3
2838,5
2839,5
2840,7
2841,4
2842,6
2843,1
2844,3
2845,6
2846,5
2847,5
2848,1
2849,7
2850,3
2851,7
2852,5
2853,6
2854,1
2855,2
2856,6
2857,4
2858,5
2859,6
2860,3
2861,4
2862,6
2863,4
2864,5
2865,1
2866,5
2867,1
2868,7
2869,1
2870,2
2871,2
2872,5
2873,5
2874,3
2875,6
2876,1
2877,4
2878,1
2879,3
2880,1
2881,3
2882,8
2883,3
2884,1
2885,6
2886,2
2887,7
2888,5
2889,7
2890,4
2891,6
2892,5
2893,1
2894,5
2895,7
2896,9
2897,6
2898,4
2899,1
2900,4
2901,4
2902,4
2903,1
2904,1
2905,1
2906,0
2907,1
2908,7
2909,7
2910,8
2911,1
2912,6
2913,2
2914,6
2915,8
2916,5
2917,5
2918,5
2919,6
2920,4
2921,3
2922,7
2923,8
2924,7
2925,5
2926,3
2927,7
2928,8
2929,2
2930,5
2931,1
2932,6
2933,8
2934,2
2935,5
2936,9
2937,4
2938,3
2939,4
2940,5
2941,2
2942,8
2943,6
2944,7
2945,7
2946,6
2947,9
2948,9
2949,7
2950,8
2951,9
2952,4
2953,5
2954,7
2955,5
2956,0
2957,7
2958,6
2959,1
2960,4
2961,5
2962,4
2963,5
2964,3
2965,5
2966,6
2967,9
2968,5
2969,6
2970,4
2971,3
2972,5
2973,8
2974,5
2975,8
2976,4
2977,1
2978,2
2979,2
2980,4
2981,4
2982,6
2983,1
2984,7
2985,0
2986,7
2987,9
2988,3
2989,7
2990,6
2991,5
2992,1
2993,6
2994,8
2995,1
2996,5
2997,1
2998,6
