,Label
1220,4
1221,3
1222,3
1223,5
1224,1
1225,5
1226,6
1227,5
1228,9
1229,7
1230,5
1231,5
1232,3
1233,2
1234,4
1235,4
1236,5
1237,9
1238,5
1239,5
1240,7
1241,6
1242,5
1243,8
1244,5
1245,2
1246,6
1247,4
1248,5
1249,3
1250,4
1251,5
1252,7
1253,0
1254,4
1255,6
1256,5
1257,7
1258,6
1259,3
1260,3
1261,1
1262,7
1263,5
1264,5
1265,4
1266,5
1267,7
1268,6
1269,7
1270,1
1271,1
1272,2
1273,1
1274,3
1275,0
1276,5
1277,1
1278,3
1279,7
1280,6
1281,1
1282,5
1283,8
1284,0
1285,7
1286,1
1287,0
1288,5
1289,5
1290,1
1291,8
1292,7
1293,5
1294,4
1295,5
1296,8
1297,7
1298,5
1299,5
1300,5
1301,4
1302,4
1303,1
1304,1
1305,5
1306,1
1307,8
1308,7
1309,1
1310,5
1311,4
1312,7
1313,7
1314,4
1315,8
1316,5
1317,2
1318,4
1319,7
1320,6
1321,9
1322,5
1323,5
1324,1
1325,7
1326,2
1327,7
1328,6
1329,7
1330,1
1331,2
1332,4
1333,3
1334,1
1335,9
1336,1
1337,6
1338,5
1339,6
1340,1
1341,2
1342,9
1343,1
1344,3
1345,3
1346,1
1347,4
1348,7
1349,1
1350,7
1351,3
1352,5
1353,6
1354,2
1355,3
1356,5
1357,7
1358,4
1359,1
1360,6
1361,9
1362,6
1363,7
1364,4
1365,8
1366,4
1367,4
1368,5
1369,3
1370,1
1371,5
1372,8
1373,6
1374,1
1375,1
1376,1
1377,5
1378,0
1379,9
1380,1
1381,8
1382,6
1383,1
1384,9
1385,6
1386,7
1387,8
1388,9
1389,9
1390,9
1391,6
1392,6
1393,5
1394,9
1395,6
1396,7
1397,9
1398,2
1399,5
1400,4
1401,1
1402,5
1403,8
1404,3
1405,5
1406,6
1407,7
1408,9
1409,3
1410,5
1411,8
1412,1
1413,4
1414,2
1415,4
1416,5
1417,8
1418,4
1419,1
1420,8
1421,9
1422,3
1423,4
1424,4
1425,5
1426,4
1427,6
1428,0
1429,7
1430,5
1431,3
1432,6
1433,1
1434,9
1435,4
1436,6
1437,7
1438,4
1439,8
1440,8
1441,6
1442,4
1443,1
1444,6
1445,6
1446,8
1447,0
1448,3
1449,8
1450,1
1451,6
1452,7
1453,6
1454,0
1455,8
1456,3
1457,6
1458,8
1459,0
1460,8
1461,5
1462,5
1463,3
1464,6
1465,2
1466,5
1467,4
1468,1
1469,6
1470,3
1471,1
1472,2
1473,4
1474,4
1475,8
1476,3
1477,2
1478,5
1479,5
1480,6
1481,7
1482,5
1483,5
1484,3
1485,5
1486,0
1487,8
1488,6
1489,9
1490,5
1491,5
1492,4
1493,7
1494,9
1495,3
1496,0
1497,4
1498,4
1499,2
1500,3
1501,1
1502,1
1503,6
1504,5
1505,6
1506,3
1507,1
1508,2
1509,3
1510,0
1511,8
1512,5
1513,7
1514,6
1515,3
1516,3
1517,2
1518,8
1519,5
1520,9
1521,5
1522,8
1523,8
1524,2
1525,1
1526,4
1527,7
1528,3
1529,2
1530,4
1531,6
1532,2
1533,5
1534,5
1535,0
1536,5
1537,1
1538,4
1539,0
1540,1
1541,5
1542,1
1543,3
1544,4
1545,4
1546,7
1547,9
1548,6
1549,7
1550,6
1551,7
1552,7
1553,1
1554,8
1555,4
1556,6
1557,7
1558,9
1559,6
1560,2
1561,5
1562,7
1563,5
1564,5
1565,5
1566,0
1567,4
1568,8
1569,9
1570,5
1571,4
1572,1
1573,9
1574,7
1575,3
1576,3
1577,5
1578,2
1579,7
1580,3
1581,6
1582,6
1583,5
1584,1
1585,3
1586,5
1587,4
1588,4
1589,3
1590,2
1591,3
1592,6
1593,4
1594,8
1595,2
1596,9
1597,2
1598,4
1599,1
1600,4
1601,6
1602,6
1603,6
1604,4
1605,3
1606,1
1607,2
1608,3
1609,4
1610,1
1611,5
1612,5
1613,3
1614,4
1615,2
1616,8
1617,4
1618,3
1619,1
1620,1
1621,5
1622,5
1623,2
1624,7
1625,5
1626,6
1627,8
1628,6
1629,6
1630,6
1631,3
1632,8
1633,5
1634,5
1635,1
1636,0
1637,6
1638,7
1639,9
1640,6
1641,3
1642,8
1643,6
1644,7
1645,1
1646,5
1647,7
1648,1
1649,0
1650,0
1651,4
1652,6
1653,7
1654,4
1655,6
1656,8
1657,5
1658,3
1659,3
1660,6
1661,1
1662,4
1663,4
1664,4
1665,4
1666,3
1667,6
1668,7
1669,5
1670,5
1671,8
1672,3
1673,4
1674,5
1675,6
1676,6
1677,4
1678,1
1679,1
1680,4
1681,3
1682,3
1683,6
1684,4
1685,4
1686,6
1687,2
1688,3
1689,3
1690,7
1691,4
1692,5
1693,5
1694,5
1695,1
1696,5
1697,5
1698,1
1699,9
1700,1
1701,4
1702,6
1703,2
1704,8
1705,4
1706,2
1707,4
1708,4
1709,1
1710,6
1711,7
1712,2
1713,5
1714,7
1715,4
1716,9
1717,6
1718,0
1719,4
1720,1
1721,4
1722,2
1723,2
1724,3
1725,4
1726,4
1727,1
1728,5
1729,5
1730,9
1731,2
1732,3
1733,2
1734,6
1735,4
1736,0
1737,3
1738,5
1739,1
1740,0
1741,2
1742,5
1743,3
1744,9
1745,2
1746,7
1747,1
1748,0
1749,1
1750,4
1751,6
1752,1
1753,6
1754,9
1755,3
1756,6
1757,0
1758,3
1759,6
1760,1
1761,6
1762,6
1763,8
1764,8
1765,1
1766,6
1767,4
1768,5
1769,4
1770,1
1771,5
1772,3
1773,4
1774,6
1775,4
1776,7
1777,7
1778,5
1779,8
1780,4
1781,4
1782,6
1783,6
1784,0
1785,5
1786,6
1787,5
1788,2
1789,2
1790,4
1791,8
1792,1
1793,9
1794,6
1795,9
1796,2
1797,4
1798,6
1799,2
1800,6
1801,0
1802,0
1803,0
1804,0
1805,3
1806,3
1807,5
1808,2
1809,6
1810,6
1811,6
1812,6
1813,0
1814,4
1815,1
1816,7
1817,4
1818,6
1819,3
1820,4
1821,8
1822,3
1823,0
1824,3
1825,9
1826,7
1827,3
1828,1
1829,5
1830,5
1831,9
1832,4
1833,6
1834,4
1835,1
1836,1
1837,1
1838,6
1839,1
1840,5
1841,5
1842,2
1843,5
1844,3
1845,0
1846,4
1847,5
1848,1
1849,4
1850,6
1851,5
1852,6
1853,6
1854,5
1855,8
1856,5
1857,3
1858,5
1859,5
1860,7
1861,4
1862,2
1863,4
1864,8
1865,1
1866,5
1867,1
1868,7
1869,5
1870,2
1871,6
1872,3
1873,1
1874,6
1875,8
1876,2
1877,2
1878,4
1879,3
1880,6
1881,4
1882,6
1883,9
1884,5
1885,1
1886,5
1887,4
1888,1
1889,6
1890,6
1891,8
1892,6
1893,6
1894,5
1895,1
1896,3
1897,2
1898,4
1899,8
1900,4
1901,2
1902,1
1903,1
1904,3
1905,8
1906,8
1907,5
1908,4
1909,6
1910,6
1911,1
1912,4
1913,4
1914,9
1915,1
1916,6
1917,7
1918,0
1919,6
1920,8
1921,2
1922,7
1923,8
1924,4
1925,5
1926,4
1927,1
1928,6
1929,3
1930,4
1931,5
1932,7
1933,6
1934,4
1935,5
1936,3
1937,4
1938,3
1939,8
1940,4
1941,7
1942,5
1943,0
1944,8
1945,6
1946,6
1947,6
1948,5
1949,6
1950,1
1951,7
1952,4
1953,5
1954,4
1955,6
1956,7
1957,5
1958,5
1959,5
1960,5
1961,5
1962,3
1963,4
1964,7
1965,4
1966,5
1967,2
1968,8
1969,4
1970,0
1971,7
1972,5
1973,7
1974,5
1975,5
1976,4
1977,2
1978,8
1979,3
1980,1
1981,7
1982,7
1983,5
1984,5
1985,0
1986,3
1987,0
1988,1
1989,5
1990,5
1991,9
1992,6
1993,5
1994,8
1995,4
1996,5
1997,2
1998,4
1999,4
2000,7
2001,7
2002,4
2003,1
2004,5
2005,5
2006,2
2007,6
2008,5
2009,8
2010,1
2011,1
2012,6
2013,1
2014,6
2015,4
2016,8
2017,0
2018,4
2019,7
2020,4
2021,3
2022,9
2023,4
2024,5
2025,2
2026,6
2027,6
2028,4
2029,3
2030,7
2031,7
2032,5
2033,2
2034,6
2035,4
2036,5
2037,6
2038,8
2039,4
2040,2
2041,7
2042,5
2043,3
2044,5
2045,5
2046,2
2047,7
2048,2
2049,3
2050,5
2051,1
2052,9
2053,5
2054,5
2055,7
2056,7
2057,7
2058,4
2059,4
2060,5
2061,8
2062,0
2063,6
2064,1
2065,6
2066,6
2067,1
2068,9
2069,2
2070,8
2071,9
2072,4
2073,5
2074,4
2075,5
2076,6
2077,9
2078,1
2079,1
2080,5
2081,2
2082,1
2083,5
2084,8
2085,2
2086,5
2087,2
2088,6
2089,5
2090,5
2091,6
2092,4
2093,5
2094,4
2095,7
2096,5
2097,3
2098,2
2099,6
2100,5
2101,8
2102,5
2103,7
2104,4
2105,5
2106,5
2107,6
2108,5
2109,7
2110,2
2111,6
2112,7
2113,4
2114,3
2115,2
2116,6
2117,0
2118,6
2119,4
2120,2
2121,6
2122,1
2123,5
2124,7
2125,4
2126,4
2127,3
2128,1
2129,5
2130,7
2131,4
2132,6
2133,6
2134,3
2135,4
2136,6
2137,9
2138,1
2139,4
2140,5
2141,5
2142,1
2143,6
2144,4
2145,4
2146,5
2147,1
2148,1
2149,1
2150,4
2151,7
2152,1
2153,4
2154,7
2155,4
2156,0
2157,7
2158,2
2159,0
2160,8
2161,8
2162,1
2163,4
2164,5
2165,2
2166,3
2167,5
2168,1
2169,5
2170,4
2171,7
2172,4
2173,3
2174,1
2175,5
2176,6
2177,0
2178,3
2179,8
2180,4
2181,5
2182,5
2183,0
2184,6
2185,6
2186,5
2187,8
2188,1
2189,5
2190,5
2191,8
2192,7
2193,3
2194,6
2195,4
2196,7
2197,3
2198,8
2199,5
2200,5
2201,1
2202,9
2203,4
2204,5
2205,4
2206,0
2207,3
2208,5
2209,4
2210,6
2211,0
2212,5
2213,3
2214,1
2215,2
2216,6
2217,9
2218,4
2219,8
2220,5
2221,0
2222,5
2223,6
2224,4
2225,0
2226,1
2227,5
2228,4
2229,1
2230,1
2231,6
2232,1
2233,4
2234,1
2235,2
2236,9
2237,9
2238,3
2239,5
2240,0
2241,4
2242,7
2243,4
2244,7
2245,8
2246,6
2247,5
2248,3
2249,3
2250,4
2251,7
2252,3
2253,4
2254,6
2255,9
2256,1
2257,4
2258,4
2259,0
2260,3
2261,2
2262,5
2263,5
2264,1
2265,2
2266,7
2267,1
2268,6
2269,3
2270,1
2271,1
2272,3
2273,3
2274,5
2275,6
2276,5
2277,5
2278,7
2279,6
2280,6
2281,9
2282,3
2283,3
2284,2
2285,7
2286,0
2287,4
2288,4
2289,6
2290,6
2291,3
2292,4
2293,2
2294,1
2295,4
2296,4
2297,5
2298,4
2299,8
2300,7
2301,4
2302,4
2303,0
2304,3
2305,6
2306,4
2307,2
2308,5
2309,1
2310,5
2311,4
2312,4
2313,8
2314,7
2315,2
2316,1
2317,4
2318,5
2319,4
2320,2
2321,4
2322,4
2323,3
2324,5
2325,8
2326,3
2327,4
2328,3
2329,3
2330,4
2331,8
2332,2
2333,6
2334,9
2335,8
2336,7
2337,5
2338,4
2339,9
2340,8
2341,6
2342,4
2343,9
2344,4
2345,6
2346,9
2347,5
2348,6
2349,6
2350,3
2351,9
2352,5
2353,9
2354,8
2355,2
2356,1
2357,7
2358,3
2359,8
2360,5
2361,1
2362,5
2363,6
2364,7
2365,2
2366,6
2367,0
2368,5
2369,0
2370,5
2371,3
2372,3
2373,5
2374,3
2375,1
2376,1
2377,6
2378,8
2379,6
2380,7
2381,5
2382,3
2383,4
2384,6
2385,5
2386,4
2387,6
2388,7
2389,6
2390,7
2391,7
2392,0
2393,1
2394,7
2395,6
2396,1
2397,6
2398,0
2399,6
2400,6
2401,5
2402,4
2403,5
2404,1
2405,5
2406,2
2407,1
2408,3
2409,4
2410,6
2411,8
2412,0
2413,2
2414,5
2415,2
2416,9
2417,7
2418,6
2419,4
2420,3
2421,5
2422,5
2423,2
2424,0
2425,4
2426,8
2427,4
2428,5
2429,4
2430,2
2431,5
2432,1
2433,0
2434,5
2435,1
2436,3
2437,4
2438,9
2439,1
2440,1
2441,3
2442,3
2443,8
2444,5
2445,2
2446,4
2447,5
2448,6
2449,4
2450,1
2451,0
2452,7
2453,4
2454,5
2455,4
2456,5
2457,7
2458,2
2459,8
2460,8
2461,6
2462,0
2463,5
2464,4
2465,8
2466,4
2467,0
2468,2
2469,4
2470,7
2471,8
2472,3
2473,1
2474,9
2475,3
2476,4
2477,4
2478,3
2479,1
2480,2
2481,1
2482,4
2483,8
2484,7
2485,1
2486,5
2487,6
2488,4
2489,9
2490,5
2491,1
2492,5
2493,6
2494,5
2495,7
2496,2
2497,6
2498,4
2499,2
2500,4
2501,5
2502,6
2503,6
2504,7
2505,1
2506,3
2507,2
2508,5
2509,1
2510,3
2511,5
2512,1
2513,1
2514,0
2515,3
2516,7
2517,3
2518,6
2519,5
2520,3
2521,2
2522,2
2523,0
2524,0
2525,5
2526,2
2527,3
2528,5
2529,0
2530,5
2531,5
2532,4
2533,1
2534,6
2535,9
2536,2
2537,5
2538,2
2539,5
2540,1
2541,1
2542,3
2543,2
2544,1
2545,1
2546,5
2547,0
2548,4
2549,5
2550,8
2551,4
2552,6
2553,6
2554,8
2555,6
2556,5
2557,7
2558,2
2559,6
2560,8
2561,5
2562,5
2563,8
2564,1
2565,4
2566,5
2567,1
2568,8
2569,8
2570,3
2571,5
2572,7
2573,6
2574,2
2575,1
2576,0
2577,4
2578,4
2579,1
2580,1
2581,4
2582,9
2583,3
2584,6
2585,4
2586,7
2587,4
2588,5
2589,5
2590,2
2591,7
2592,4
2593,3
2594,5
2595,1
2596,6
2597,8
2598,3
2599,6
2600,1
2601,2
2602,9
2603,7
2604,3
2605,9
2606,5
2607,1
2608,1
2609,6
2610,7
2611,7
2612,6
2613,5
2614,6
2615,5
2616,8
2617,5
2618,3
2619,4
2620,2
2621,4
2622,3
2623,3
2624,6
2625,4
2626,2
2627,8
2628,6
2629,6
2630,5
2631,5
2632,3
2633,6
2634,8
2635,4
2636,7
2637,6
2638,3
2639,4
2640,5
2641,1
2642,6
2643,2
2644,4
2645,6
2646,3
2647,6
2648,3
2649,8
2650,5
2651,1
2652,1
2653,2
2654,6
2655,0
2656,8
2657,2
2658,9
2659,0
2660,7
2661,4
2662,6
2663,1
2664,5
2665,5
2666,5
2667,5
2668,6
2669,6
2670,1
2671,2
2672,6
2673,6
2674,5
2675,6
2676,3
2677,5
2678,4
2679,5
2680,7
2681,6
2682,5
2683,6
2684,5
2685,8
2686,8
2687,1
2688,5
2689,5
2690,4
2691,2
2692,4
2693,4
2694,1
2695,9
2696,1
2697,1
2698,5
2699,7
2700,8
2701,4
2702,3
2703,7
2704,6
2705,3
2706,2
2707,8
2708,2
2709,6
2710,7
2711,8
2712,1
2713,1
2714,4
2715,1
2716,6
2717,6
2718,6
2719,5
2720,7
2721,5
2722,7
2723,3
2724,9
2725,6
2726,4
2727,4
2728,3
2729,2
2730,3
2731,6
2732,5
2733,7
2734,6
2735,1
2736,5
2737,9
2738,9
2739,4
2740,5
2741,8
2742,7
2743,8
2744,4
2745,4
2746,5
2747,1
2748,4
2749,2
2750,3
2751,4
2752,3
2753,1
2754,9
2755,6
2756,3
2757,1
2758,1
2759,5
2760,6
2761,8
2762,6
2763,2
2764,1
2765,7
2766,2
2767,2
2768,3
2769,4
2770,1
2771,1
2772,5
2773,7
2774,6
2775,2
2776,7
2777,3
2778,0
2779,5
2780,1
2781,6
2782,3
2783,1
2784,9
2785,4
2786,4
2787,4
2788,2
2789,9
2790,8
2791,7
2792,6
2793,7
2794,4
2795,2
2796,6
2797,4
2798,5
2799,7
2800,4
2801,5
2802,5
2803,3
2804,1
2805,8
2806,3
2807,0
2808,5
2809,4
2810,6
2811,8
2812,1
2813,8
2814,2
2815,8
2816,4
2817,1
2818,6
2819,0
2820,2
2821,5
2822,6
2823,1
2824,1
2825,3
2826,3
2827,6
2828,1
2829,6
2830,4
2831,9
2832,3
2833,6
2834,2
2835,4
2836,6
2837,2
2838,5
2839,5
2840,7
2841,5
2842,6
2843,0
2844,2
2845,6
2846,6
2847,5
2848,1
2849,9
2850,3
2851,7
2852,5
2853,6
2854,1
2855,1
2856,6
2857,4
2858,4
2859,7
2860,3
2861,3
2862,6
2863,6
2864,5
2865,0
2866,5
2867,0
2868,7
2869,1
2870,2
2871,2
2872,5
2873,7
2874,3
2875,7
2876,2
2877,4
2878,0
2879,3
2880,1
2881,3
2882,9
2883,3
2884,2
2885,6
2886,1
2887,6
2888,4
2889,7
2890,5
2891,5
2892,6
2893,0
2894,5
2895,8
2896,9
2897,6
2898,4
2899,1
2900,4
2901,4
2902,5
2903,1
2904,1
2905,1
2906,0
2907,0
2908,8
2909,7
2910,8
2911,2
2912,6
2913,1
2914,6
2915,9
2916,5
2917,5
2918,5
2919,6
2920,3
2921,2
2922,7
2923,8
2924,8
2925,5
2926,3
2927,7
2928,8
2929,2
2930,5
2931,1
2932,7
2933,9
2934,3
2935,6
2936,7
2937,4
2938,2
2939,4
2940,5
2941,2
2942,8
2943,7
2944,7
2945,7
2946,6
2947,8
2948,8
2949,7
2950,9
2951,8
2952,4
2953,5
2954,6
2955,5
2956,0
2957,7
2958,6
2959,1
2960,4
2961,6
2962,3
2963,5
2964,3
2965,5
2966,6
2967,9
2968,5
2969,6
2970,5
2971,3
2972,5
2973,9
2974,5
2975,8
2976,4
2977,1
2978,2
2979,2
2980,4
2981,3
2982,6
2983,1
2984,8
2985,0
2986,7
2987,8
2988,3
2989,8
2990,6
2991,4
2992,1
2993,6
2994,8
2995,1
2996,5
2997,1
2998,6
